"","binomial","X","Species.ID","Kingdom","Phylum","Class","Order","Family","Genus","Species","Authority","Infraspecific.rank","Infraspecific.name","Infraspecific.authority","Stock.subpopulation","Synonyms","Common.names..Eng.","Common.names..Fre.","Common.names..Spa.","Red.List.status","Red.List.criteria","Red.List.criteria.version","Year.assessed","Population.trend","Petitioned","mating_system","sex_dim","ref.matsys","ref.sexdim","male_svl_cm","female_svl_cm","male_body_mass_g","female_body_mass_g","ref.svl.male","ref.svl.female","ref.body_mass.male","ref.body_mass.female","shape_Leng","shape_Area","han_MorR","sex_role.liker","malepolyfreq.liker","malepolyscore.liker","fempolyfreq.liker","fempolyscore.liker","parentalcare_bias.liker","malecareduration.liker","femcareduration.liker","breedingdens.liker","EPP.freq.liker","body.size.pip","latitude.pip","sex.size.dim","ref.sex.size.dim","body_mass_adult","ref_body_mass","sex.sel.traits","ref.sex.sel.t","comments","ASR","ref.asr"
"35598","Pseudacris nigrita",35598,55894,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","HYLIDAE","Pseudacris","nigrita","(LeConte, 1825)",NA,NA,NA,NA,NA,"Southern Chorus Frog",NA,NA,"LC",NA,3.1,2014,"stable",NA,NA,NA,NA,NA,2.45,2.6,NA,NA,"han","han",NA,NA,87.69188,36.44697,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35599","Pseudacris ocularis",35599,55895,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","HYLIDAE","Pseudacris","ocularis","(Holbrook, 1838)",NA,NA,NA,NA,"Hylodes ocularis","Little Grass Frog, Black-spotted Tree Frog, Least Tree Frog, Little Chorus Frog",NA,NA,"LC",NA,3.1,2015,"stable",NA,NA,NA,NA,NA,1.35,1.48,NA,NA,"han","han",NA,NA,85.27584,32.44814,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35600","Pseudacris ornata",35600,55896,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","HYLIDAE","Pseudacris","ornata","(Holbrook, 1836)",NA,NA,NA,NA,"Rana ornata","Ornate Chorus Frog",NA,NA,"LC",NA,3.1,2015,"stable",NA,NA,NA,NA,NA,3,3.2,NA,NA,"han","han",NA,NA,76.37978,33.1306,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35601","Pseudacris regilla",35601,55897,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","HYLIDAE","Pseudacris","regilla","(Baird & Girard, 1852)",NA,NA,NA,NA,NA,"Pacific Treefrog, Pacific Chorus Frog",NA,NA,"LC",NA,3.1,2004,"stable",NA,"Polygynous","Female larger, Sexes colored or patterned differently","adw","adw",3.25,3.72,NA,NA,"han","han",NA,NA,233.0608,171.6282,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No data available (CCI 05/11/2018)",NA,NA
"35602","Pseudacris streckeri",35602,55898,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","HYLIDAE","Pseudacris","streckeri","Wright & Wright, 1933",NA,NA,NA,NA,NA,"Strecker's Chorus Frog",NA,NA,"LC",NA,3.1,2015,"unknown",NA,"Polygynandrous (promiscuous)","Female larger, Sexes colored or patterned differently","adw","adw",3.3,3.9,NA,NA,"han","han",NA,NA,100.8578,53.01315,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASR based on marked individuals: 91 males and 62 females (estimated from figure 11, Tucker & Philipp, 1995) (CCI 05/11/2018)",0.59,"(Tucker & Philipp, 1995)"
"35603","Pseudacris triseriata",35603,55899,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","HYLIDAE","Pseudacris","triseriata","(Wied-Neuwied, 1838)",NA,NA,NA,NA,NA,"Western Chorus Frog",NA,NA,"LC",NA,3.1,2015,"decreasing",NA,"Polygynous","Female larger","adw","adw",2.65,2.88,NA,NA,"han","han",NA,NA,64.24977,43.90007,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASR based on marked individuals from a 3 year study: 1145 males and 1144 females (CCI 05/11/2018)",0.5,"(Matthews, 1971)"
"35708","Pseudis platensis",35708,135794,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","HYLIDAE","Pseudis","platensis","Gallardo, 1961",NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,3.1,2008,"unknown",NA,NA,NA,NA,NA,5.04,5.75,NA,NA,"nali","nali",NA,NA,33.87573,47.18283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36031","Pseudopaludicola canga",36031,57311,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","LEPTODACTYLIDAE","Pseudopaludicola","canga","Giaretta & Kokubum, 2003",NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,3.1,2004,"unknown",NA,NA,NA,NA,NA,1.52,1.82,NA,NA,"nali","nali",NA,NA,4.237124,0.6945018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36033","Pseudopaludicola falcipes",36033,57313,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","LEPTODACTYLIDAE","Pseudopaludicola","falcipes","(Hensel, 1867)",NA,NA,NA,NA,"Liuperus falcipes","Hensel's Swamp Frog",NA,"Macaquito","LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,1.48,1.63,NA,NA,"nali","nali",NA,NA,88.98783,148.7708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36037","Pseudopaludicola mystacalis",36037,57317,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","LEPTODACTYLIDAE","Pseudopaludicola","mystacalis","(Cope, 1887)",NA,NA,NA,NA,"Paludicola ameghini  ","Cope's Swamp Frog",NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,1.73,1.89,NA,NA,"nali","nali",NA,NA,89.22345,226.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36040","Pseudopaludicola saltica",36040,57320,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","LEPTODACTYLIDAE","Pseudopaludicola","saltica","(Cope, 1887)",NA,NA,NA,NA,"Paludicola saltica","Chupada Swamp Frog, Long-legged Swamp Froglet",NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,1.54,1.7,NA,NA,"nali","nali",NA,NA,36.68825,82.22917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36142","Pseudophryne bibronii",36142,18581,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","MYOBATRACHIDAE","Pseudophryne","bibronii","Günther, 1859",NA,NA,NA,NA,NA,"Bibron's Toadlet, Brown Toadlet",NA,NA,"NT",NA,3.1,2004,"decreasing",NA,NA,NA,NA,NA,2.6,2.7,NA,NA,"han","han",NA,NA,113.4105,64.23063,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36179","Pseudorana weiningensis",36179,58750,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Pseudorana","weiningensis","(Liu, Hu and Yang, 1962)",NA,NA,NA,NA,"Rana weiningensis  ",NA,NA,NA,"VU","B2ab(iii)",3.1,2004,"decreasing",NA,NA,NA,NA,NA,3.5,4.3,NA,NA,"han","han",NA,NA,8.926739,3.808054,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36751","Ptychadena anchietae",36751,58490,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","PTYCHADENIDAE","Ptychadena","anchietae","(Bocage, 1868)",NA,NA,NA,NA,"Rana anchietae","Plain Grass Frog, Anchieta's Ridged Frog",NA,NA,"LC",NA,3.1,2016,"unknown",NA,NA,NA,NA,NA,5.1,6.2,NA,NA,"nali","nali",NA,NA,212.4807,551.2989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36772","Ptychadena mascareniensis",36772,76317565,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","PTYCHADENIDAE","Ptychadena","mascareniensis","(Duméril & Bibron, 1841)",NA,NA,NA,NA,"Rana mascareniensis","Mascarene Grass Frog",NA,NA,"LC",NA,3.1,2016,"unknown",NA,NA,NA,NA,NA,5,6,NA,NA,"nali","nali",NA,NA,0.7679166,0.04692628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36835","Ptychohyla euthysanota",36835,55910,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","HYLIDAE","Ptychohyla","euthysanota","(Kellogg, 1928)",NA,NA,NA,NA,NA,NA,NA,NA,"NT",NA,3.1,2010,"unknown",NA,NA,NA,NA,NA,3.5,3.82,NA,NA,"han","han",NA,NA,9.522014,0.7214789,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36838","Ptychohyla leonhardschultzei",36838,55913,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","HYLIDAE","Ptychohyla","leonhardschultzei","(Ahl, 1934)",NA,NA,NA,NA,NA,"Schultze's Stream Frog",NA,"Rana-de Arbol De Schultze","EN","B1ab(v)",3.1,2006,"decreasing",NA,NA,NA,NA,NA,3.16,3.99,NA,NA,"han","han",NA,NA,2.702718,0.09503692,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36843","Ptychohyla spinipollex",36843,55918,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","HYLIDAE","Ptychohyla","spinipollex","(K. Schmidt, 1936)",NA,NA,NA,NA,NA,NA,NA,NA,"EN","B1ab(iii)+2ab(iii)",3.1,2004,"decreasing",NA,NA,NA,NA,NA,3.71,4.28,NA,NA,"han","han",NA,NA,1.474163,0.03960283,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37098","Pyxicephalus adspersus",37098,58535,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","PYXICEPHALIDAE","Pyxicephalus","adspersus","Tschudi, 1838",NA,NA,NA,NA,NA,"African Bullfrog",NA,NA,"LC",NA,3.1,2013,"decreasing",NA,NA,NA,NA,NA,2.03,1.15,NA,NA,"han","han",NA,NA,104.1071,316.404,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37106","Quasipaa boulengeri",37106,58420,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","DICROGLOSSIDAE","Quasipaa","boulengeri","(Günther, 1889)",NA,NA,NA,NA,"Paa boulengeri  ","Boulenger's Spiny Frog, Boulenger's Paa Frog",NA,NA,"EN","A2acd",3.1,2004,"decreasing",NA,NA,NA,NA,NA,10.06,10.33,NA,NA,"han","han",NA,NA,42.41912,91.47347,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37108","Quasipaa exilispinosa",37108,58424,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","DICROGLOSSIDAE","Quasipaa","exilispinosa","(Liu & Hu, 1975)",NA,NA,NA,NA,"Paa exilispinosa  |Rana paraspinosa  ","Little Spiny Frog, Hong Kong Paa Frog",NA,NA,"VU","A2acd",3.1,2004,"decreasing",NA,NA,NA,NA,NA,6.12,5.71,NA,NA,"nali","nali",NA,NA,31.73657,8.498654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37110","Quasipaa jiulongensis",37110,58427,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","DICROGLOSSIDAE","Quasipaa","jiulongensis","(Huang & Liu, 1985)",NA,NA,NA,NA,"Paa jiulongensis  ","Jiulong Spiny Frog, Jiulong Paa Frog",NA,NA,"VU","B2ab(iii,v)",3.1,2004,"decreasing",NA,NA,NA,NA,NA,7.48,9.11,NA,NA,"nali","nali",NA,NA,9.895759,3.593467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37112","Quasipaa shini",37112,58438,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","DICROGLOSSIDAE","Quasipaa","shini","(Ahl, 1930)",NA,NA,NA,NA,"Paa shini  ","Spiny-flanked Frog, Chinese Paa Frog",NA,NA,"VU","A2abc",3.1,2004,"decreasing",NA,NA,NA,NA,NA,9.86,9.49,NA,NA,"nali","nali",NA,NA,19.4176,13.07393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37113","Quasipaa spinosa",37113,58439,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","DICROGLOSSIDAE","Quasipaa","spinosa","(David, 1875)",NA,NA,NA,NA,"Paa spinosa  |Rana latrans  ","Chinese Edible Frog, Giant Spiny Frog, Spiny Paa Frog",NA,NA,"VU","A2abc",3.1,2004,"decreasing",NA,NA,NA,NA,NA,8.92,9.32,NA,NA,"han","han",NA,NA,88.92229,103.8947,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37115","Quasipaa yei",37115,58444,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","DICROGLOSSIDAE","Quasipaa","yei","(Chen, Qu & Jiang, 2002)",NA,NA,NA,NA,"Chaparana yei  |Nanorana yei  |Paa yei  |Yerana yei  ",NA,NA,NA,"DD",NA,3.1,2004,"unknown",NA,NA,NA,NA,NA,5.81,7.5,NA,NA,"nali","nali",NA,NA,0.06984837,0.000388232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37286","Rana amurensis",37286,58542,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","amurensis","Boulenger, 1886",NA,NA,NA,NA,"Rana  muta  subspecies johanseni ","Siberian Wood Frog, Amur Brown Frog, Heilongjiang Brown Frog, Khabarovsk Frog",NA,NA,"LC",NA,3.1,2008,"stable",NA,NA,NA,NA,NA,4.1,5.28,NA,NA,"han","han",NA,NA,334.5211,1145.292,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37288","Rana asiatica",37288,58549,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","asiatica","Bedriaga, 1898",NA,NA,NA,NA,"Rana asiatica subspecies balchaschensis|Rana asiatica subspecies issikkulensis|Rana bachtyana  |Rana temporaria subspecies asiatica","Central Asiatic Frog",NA,NA,"LC",NA,3.1,2004,"decreasing",NA,NA,NA,NA,NA,5.34,5.38,NA,NA,"han","han",NA,NA,0.6297768,0.03156112,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37290","Rana boylii",37290,19175,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","boylii","Baird, 1854",NA,NA,NA,NA,NA,"Yellow-legged Frog",NA,"Rana Pata Amarilla","NT",NA,3.1,2004,"decreasing",NA,"Polygynous","Female larger","adw","adw",5.6,7.3,NA,NA,"han","han",NA,NA,83.59561,20.63918,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASR based on captured and marked adults during breeding season and post-reproductive months: 31 males and 21 females (CCI 05/11/2018)",0.59,"(Wheeler & Welsh, 2008)"
"37291","Rana cascadae",37291,19176,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","cascadae","Slater, 1939",NA,NA,NA,NA,NA,"Cascades Frog",NA,NA,"NT",NA,3.1,2004,"decreasing",NA,NA,NA,NA,NA,4.43,3.98,NA,NA,"monnet","monnet",NA,NA,78.15721,13.06438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37292","Rana chaochiaoensis",37292,58569,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","chaochiaoensis","Liu, 1946",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,3.1,2004,"unknown",NA,NA,NA,NA,NA,5.36,5.29,NA,NA,"han","han",NA,NA,30.39656,31.64156,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37293","Rana chensinensis",37293,58572,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","chensinensis","David, 1875",NA,NA,NA,NA,NA,"Asiatic Grass Frog, Chinese Brown Frog",NA,NA,"LC",NA,3.1,2004,"decreasing",NA,"Monoandry",NA,"liao",NA,6.06,6.77,NA,NA,"(Chen et al., 2011)","(Chen et al., 2011)",NA,NA,139.7085,307.2808,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASR based on captured adults from 3 different elevations: 73 males, 61 females; updated svl for male and female (CCI 05/11/2018)",0.54,"(Lu et al., 2006)"
"37296","Rana dalmatina",37296,58584,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","dalmatina","Bonaparte, 1840",NA,NA,NA,NA,"Rana agilis  ","Agile Frog",NA,"Rana Ágil","LC",NA,3.1,2009,"decreasing",NA,NA,NA,NA,NA,4.52,5.67,NA,NA,"han","han",NA,NA,360.2231,208.893,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37303","Rana iberica",37303,58622,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","iberica","Boulenger, 1879",NA,NA,NA,NA,NA,"Iberian Frog",NA,"Rana Patilarga","NT",NA,3.1,2009,"decreasing",NA,NA,NA,NA,NA,3.913,4.614,NA,NA,"monnet","monnet",NA,NA,38.16104,10.88332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37305","Rana japonica",37305,58625,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","japonica","Boulenger, 1879",NA,NA,NA,NA,NA,"Japanese Brown Frog",NA,NA,"LC",NA,3.1,2004,"decreasing",NA,NA,NA,NA,NA,4.81,5.37,NA,NA,"han","han",NA,NA,133.6699,25.11286,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.31,34.4,-0.066,"pipoly",NA,NA,NA,NA,NA,0.43,"pipoly"
"37306","Rana johnsi",37306,58629,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","johnsi","Smith, 1921",NA,NA,NA,NA,"Rana sauteri subspecies johnsi","John's Frog",NA,NA,"LC",NA,3.1,2004,"unknown",NA,NA,NA,NA,NA,4.31,4.65,NA,NA,"han","han",NA,NA,33.80797,10.70153,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37307","Rana kukunoris",37307,58635,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","kukunoris","Nikolsky, 1918",NA,NA,NA,NA,"Rana amurensis subspecies kukunoris",NA,NA,NA,"LC",NA,3.1,2004,"unknown",NA,NA,NA,NA,NA,5.63,6.19,NA,NA,"han","han",NA,NA,50.50947,71.83079,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37308","Rana kunyuensis",37308,58636,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","kunyuensis","Lu and Li, 2002",NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,3.1,2004,"unknown",NA,NA,NA,NA,NA,4.09,4.48,NA,NA,"han","han",NA,NA,2.910844,0.2631463,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37310","Rana longicrus",37310,58646,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","longicrus","Stejneger, 1898",NA,NA,NA,NA,NA,NA,NA,NA,"VU","B1ab(iii,v)",3.1,2004,"decreasing",NA,NA,NA,NA,NA,4.15,4.79,NA,NA,"han","han",NA,NA,4.369849,0.6148563,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37311","Rana luteiventris",37311,58649,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","luteiventris","Thompson, 1913",NA,NA,NA,NA,NA,"Columbia Spotted Frog",NA,NA,"LC",NA,3.1,2015,"decreasing",NA,"Polygynous","Female larger","adw","adw",5.4,5.7,NA,NA,"monnet","monnet",NA,NA,267.2973,161.9045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASR based on marked adults: 93 males and 45 females (CCI 05/11/2018)",0.67,"(Davis & Verrell, 2005)"
"37315","Rana omeimontis",37315,58686,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","omeimontis","Ye and Fei, 1993",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,3.1,2004,"decreasing",NA,"Monoandry",NA,"liao",NA,5.11,5.685,NA,NA,"han, liao","han, liao",NA,NA,29.4313,41.5335,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No data available (CCI 05/11/2018)",NA,NA
"37316","Rana ornativentris",37316,58688,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","ornativentris","Werner, 1903",NA,NA,NA,NA,NA,"Montane Brown Frog",NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,4.93,5.85,NA,NA,"han","han",NA,NA,113.3667,28.20038,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37318","Rana pretiosa",37318,19179,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","pretiosa","Baird & Girard, 1853",NA,NA,NA,NA,NA,"Oregon Spotted Frog",NA,NA,"VU","A2ace",3.1,2004,"decreasing",NA,NA,NA,NA,NA,5.6,6.98,NA,NA,"han","han",NA,NA,1.904114,0.09303559,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37321","Rana sakuraii",37321,58708,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","sakuraii","T. Matsui and M. Matsui, 1990",NA,NA,NA,NA,NA,"Stream Brown Frog",NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,4.49,4.88,NA,NA,"monnet","monnet",NA,NA,18.94383,4.126039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37322","Rana sauteri",37322,58487,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","sauteri","Boulenger, 1909",NA,NA,NA,NA,"Pseudoamolops sauteri  ",NA,NA,NA,"EN","B1ab(iii)",3.1,2004,"decreasing",NA,NA,NA,NA,NA,3.99,5.06,NA,NA,"han","han",NA,NA,2.892068,0.157431,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37323","Rana shuchinae",37323,58716,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","shuchinae","Liu, 1950",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,3.99,4.45,NA,NA,"han","han",NA,NA,12.47293,2.974398,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37325","Rana tagoi",37325,58729,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","tagoi","Okada, 1928",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,3.9,4.13,NA,NA,"han","han",NA,NA,127.5651,28.64286,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37327","Rana temporaria",37327,58734,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","temporaria","Linnaeus, 1758",NA,NA,NA,NA,"Rana aragonensis|Rana honnorati  |Rana muta  |Rana platyrrhinus  ","European Common Frog",NA,"Rana Bermeja","LC",NA,3.1,2009,"stable",NA,"Sequential polyandry","Sexes shaped differently","liao","(Guarino et al., 2008)",6.42,6.12,NA,NA,"han","han",NA,NA,1152.438,1157.575,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.57,61.42,-0.013,"pipoly",NA,NA,NA,NA,"ASR based on marked adults from 2 studies: 546 males and 195 females newly marked throughout 8 years(Elmberg, 1990); 78 males and 19 females (Guarino et al., 2008)(CCI 05/11/2018)",0.74,"(Elmberg, 1990; Guarino et al., 2008)"
"37328","Rana tsushimensis",37328,58741,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","tsushimensis","Stejneger, 1907",NA,NA,NA,NA,NA,"Tsushima Brown Frog",NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,4.11,4.98,NA,NA,"han","han",NA,NA,3.587733,0.06890252,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37330","Rana zhenhaiensis",37330,58753,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Rana","zhenhaiensis","Ye, Fei and Matsui, 1995",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,3.1,2004,"unknown",NA,NA,NA,NA,NA,4.64,4.81,NA,NA,"han","han",NA,NA,89.93603,76.46253,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
