species,order,family,asr,b.mass,chick.brd,chick.brd.abs,chick.dfc,chick.dur,chick.feed,chick.feed.abs,clutch.num,clutch.size,dev.mod,egg.mass,epb,epy,f.mass,f.tail,f.tarsus,f.wing,femmor.a,fpg,fpg.scr,inc,inc.abs,inc.dur,m.mass,m.tail,m.tarsus,m_displ,m.wing,malmor.a,mating.system,mortality,mpg,mpg.scr,nest.bld,nest.bld.abs,nest.dur,nest.grd,pl.back,pl.belly,pl.extra,pl.head,pl.latitude,pl.mean,pl.median,pl.tail,pl.total,pl.wings,post.dur,postf.feed,postf.feed.abs,postf.grd,postf.grd.abs,testes,unsexed.mass,unsexed.tail,unsexed.tarsus,unsexed.wing
Accipiter_rufitorques,Accipitriformes,Accipitridae,NA,209,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,209,NA,NA,NA
Accipiter_rufiventris,Accipitriformes,Accipitridae,NA,198,1,NA,NA,33.5,3,NA,NA,2.965,1,23,NA,NA,NA,187.5,NA,235,NA,0,0,1,NA,34.5,NA,158.5,NA,NA,214,NA,NA,NA,0,0,1,NA,40.5,0,0,0,NA,0,NA,0,NA,0,0,0,31.5,4,NA,NA,NA,NA,198,NA,NA,NA
Accipiter_soloensis,Accipitriformes,Accipitridae,NA,165.5,NA,NA,NA,22,2,NA,NA,3.5,NA,NA,NA,NA,181,NA,NA,NA,NA,NA,NA,2,0,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,NA,1,NA,0.4,NA,0,2,0,NA,NA,NA,NA,NA,NA,164.77,NA,NA,NA
Accipiter_striatus,Accipitriformes,Accipitridae,NA,135.725,0,NA,NA,24,1,NA,NA,4.025,1,19.3,NA,NA,173.25,161.6,NA,203,NA,0,0,1,NA,31,100.975,131.4,NA,4.5,171,NA,NA,NA,0,0,1,NA,24.5,NA,0,0,NA,0,NA,0,NA,0,0,0,24.5,2,NA,NA,NA,NA,130.59,NA,NA,NA
Accipiter_superciliosus,Accipitriformes,Accipitridae,NA,103.95,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,99.51,NA,NA,NA
Accipiter_tachiro,Accipitriformes,Accipitridae,NA,291.5,0,NA,NA,32.5,3,NA,1,2.4,1,34,NA,NA,373.6666667,NA,NA,247,NA,0,0,0,NA,36,220.6666667,NA,NA,NA,212,NA,NA,NA,0,0,1,NA,21,0,1,1,NA,1,NA,1,NA,1,5,1,60,2,NA,NA,NA,NA,361.35,197.5,NA,NA
Accipiter_toussenelii,Accipitriformes,Accipitridae,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,249.29,NA,NA,NA
Accipiter_trinotatus,Accipitriformes,Accipitridae,NA,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,146,NA,NA,NA
Accipiter_trivirgatus,Accipitriformes,Accipitridae,NA,276,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,353,NA,NA,NA,NA,NA,NA,NA,NA,34,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,265.04,NA,NA,NA
Accipiter_ventralis,Accipitriformes,Accipitridae,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,233,NA,NA,NA
Accipiter_virgatus,Accipitriformes,Accipitridae,NA,115.5833,NA,NA,NA,22.5,NA,NA,NA,NA,NA,NA,NA,NA,139.25,NA,NA,NA,NA,NA,NA,NA,NA,28,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,1,0,NA,1,NA,0.8,NA,1,4,1,NA,NA,NA,NA,NA,NA,116.99,NA,NA,NA
Aceros_cassidix,Bucerotiformes,Bucerotidae,NA,2360,0,NA,NA,100,3,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,33.5,2360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,0.833333333,NA,0,5,0,NA,NA,NA,NA,NA,NA,2360,NA,NA,NA
Aceros_comatus,Bucerotiformes,Bucerotidae,NA,1470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,-1,NA,0.166666667,NA,0,1,0,NA,NA,NA,NA,NA,NA,1470,NA,NA,NA
Aceros_corrugatus,Bucerotiformes,Bucerotidae,NA,1590,0,NA,NA,69,4,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,29,1590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,0.5,NA,0,3,0,NA,NA,NA,NA,NA,NA,1590,NA,NA,NA
Aceros_everetti,Bucerotiformes,Bucerotidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,NA,0.5,NA,0,3,0,NA,NA,NA,NA,NA,NA,1748.8,NA,NA,NA
Aceros_leucocephalus,Bucerotiformes,Bucerotidae,NA,1086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,0.666666667,NA,0,4,0,NA,NA,NA,NA,NA,NA,1086,NA,NA,NA
Aceros_narcondami,Bucerotiformes,Bucerotidae,NA,700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,675,NA,NA,NA,NA,NA,NA,0,NA,NA,725,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,0,1,NA,0.5,NA,0,3,0,NA,NA,NA,NA,NA,NA,697.17,NA,NA,NA
Aceros_nipalensis,Bucerotiformes,Bucerotidae,NA,2385,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,1,0,-1,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,2385,NA,NA,NA
Aceros_plicatus,Bucerotiformes,Bucerotidae,NA,1706.5,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,1610,NA,NA,NA,NA,NA,NA,NA,NA,NA,1803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,-1,NA,0.166666667,NA,0,1,0,NA,NA,NA,NA,NA,NA,1703.76,NA,NA,NA
Aceros_subruficollis,Bucerotiformes,Bucerotidae,NA,2042,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,NA,0.666666667,NA,0,4,0,NA,NA,NA,NA,NA,NA,2042,NA,NA,NA
Aceros_undulatus,Bucerotiformes,Bucerotidae,NA,2232.5,0,NA,NA,90,4,NA,NA,1.7,NA,NA,NA,NA,1950,NA,NA,NA,NA,NA,NA,0,NA,40,2515,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,1,2,NA,0.833333333,NA,0,5,0,NA,NA,NA,NA,NA,NA,2214.55,NA,NA,NA
Aceros_waldeni,Bucerotiformes,Bucerotidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,-1,NA,0.333333333,NA,0,2,0,NA,NA,NA,NA,NA,NA,1748.8,NA,NA,NA
Achaetops_pycnopygius,Passeriformes,Sylviidae,NA,28.3,NA,NA,NA,NA,2,NA,NA,NA,0,2.7,NA,NA,29,NA,24.1,65.9,NA,0,0,NA,NA,15,26,NA,24.2,NA,67.6,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,0,0,-1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,28.3,NA,NA,NA
Acridotheres_albocinctus,Passeriformes,Sturnidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,93.56,NA,NA,NA
Acridotheres_cinereus,Passeriformes,Sturnidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,93.56,NA,NA,NA
Acridotheres_cristatellus,Passeriformes,Sturnidae,NA,116.5,NA,NA,NA,NA,NA,NA,NA,5.3,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,116.31,NA,NA,NA
Acridotheres_fuscus,Passeriformes,Sturnidae,NA,82.8,NA,NA,NA,NA,2,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,82.8,NA,NA,NA
Acridotheres_ginginianus,Passeriformes,Sturnidae,NA,72,NA,NA,NA,NA,2,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,72,NA,NA,NA
Acridotheres_grandis,Passeriformes,Sturnidae,NA,99,NA,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,98.91,NA,NA,NA
Acridotheres_javanicus,Passeriformes,Sturnidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acridotheres_tristis,Passeriformes,Sturnidae,NA,115.5,NA,NA,NA,23,2,NA,3,4.25,0,7.1,NA,NA,113.65,80.6,NA,NA,NA,0,0,1,NA,13.5,125.15,85.3,NA,1,NA,NA,2,NA,0,0,2,NA,7,NA,0,0,0,0,1,0,0,0,0,0,45,2,NA,NA,NA,0.35,121.1433333,NA,NA,NA
Acrobatornis_fonsecai,Passeriformes,Furnariidae,NA,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,13.7,NA,NA,NA
Acrocephalus_aedon,Passeriformes,Sylviidae,NA,22.4,NA,NA,NA,14,2,NA,NA,4.9,NA,3,NA,NA,NA,80.4,27.9,78.8,NA,NA,NA,0,NA,13.5,27.5,83.6,27.8,NA,81.7,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,22.4,NA,NA,NA
Acrocephalus_aequinoctialis,Passeriformes,Sylviidae,NA,25,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,90,NA,NA,NA,NA,NA,25,NA,NA,NA
Acrocephalus_agricola,Passeriformes,Sylviidae,NA,9.6,NA,NA,NA,NA,2,NA,NA,4.44,0,1.47,NA,NA,10.9,50.8,21.6,57.5,NA,0,0,0,NA,12,11.2,52.6,22.1,NA,58.7,NA,NA,NA,0,0,2,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA
Acrocephalus_arundinaceus,Passeriformes,Sylviidae,0.451,30,0,NA,2,13,2,NA,1,4.25,0,3.15,6.7,4.8,28.4,76.1,28.6,92.3,0.415,0,0,0,NA,14,32.3,77.5,29.7,3,96.8,0.445,3,0.43,0.199,3,1,NA,NA,2,0,0,0,0,1,0,0,0,0,0,13,NA,NA,NA,NA,0.25,30,NA,NA,NA
Acrocephalus_atyphus,Passeriformes,Sylviidae,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,31.21,NA,NA,NA
Acrocephalus_australis,Passeriformes,Sylviidae,NA,17.7,0,0,2,11.5,2,NA,NA,2.4,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,13.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,0,0,0,0,-1,0,0,0,0,0,22.75,2,NA,NA,NA,NA,17.7,NA,NA,NA
Acrocephalus_baeticatus,Passeriformes,Sylviidae,NA,10.2,1,NA,NA,14,2,NA,NA,2.575,0,1.59,NA,NA,NA,42.7,22.3,59.5,NA,0,0,2,NA,13,NA,44.5,22.6,NA,60.2,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,10.2,NA,NA,NA
Acrocephalus_bistrigiceps,Passeriformes,Sylviidae,NA,8.7,NA,NA,NA,14,2,NA,NA,4.9,0,NA,13.5,NA,8,NA,NA,NA,NA,0,0,1,NA,13.5,9.4,NA,NA,NA,NA,NA,NA,NA,0.25,4,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,8.67,NA,NA,NA
Acrocephalus_brevipennis,Passeriformes,Sylviidae,NA,16,NA,NA,NA,NA,2,NA,NA,2.5,NA,NA,NA,NA,16,62,27,66.7,NA,NA,NA,2,NA,NA,16.5,60.4,27.3,NA,67.4,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,16,NA,NA,NA
Acrocephalus_caffer,Passeriformes,Sylviidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,31.21,NA,NA,NA
Acrocephalus_concinens,Passeriformes,Sylviidae,NA,8.3,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA
Acrocephalus_dumetorum,Passeriformes,Sylviidae,NA,11.2,2,NA,NA,11,2,NA,NA,4.633333333,0,1.68,NA,NA,12.3,NA,22.7,62.3,NA,0,0,2,NA,12.5,11.7,NA,22.6,NA,63.1,NA,NA,NA,0.25,4,1,NA,3.5,NA,0,0,0,0,1,0,0,0,0,0,16,2,NA,NA,NA,NA,11.2,NA,NA,NA
Acrocephalus_familiaris,Passeriformes,Sylviidae,NA,18.3,2,NA,NA,NA,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,14,NA,0,0,0,0,1,0,0,0,0,0,NA,2,NA,NA,NA,NA,18.3,NA,NA,NA
Acrocephalus_gracilirostris,Passeriformes,Sylviidae,NA,14.4,NA,NA,NA,12,NA,NA,NA,2.4,0,2.13,NA,NA,NA,69.1,26.4,73.9,NA,0,0,2,NA,13.5,NA,70.3,27.8,NA,75.7,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,15.16666667,NA,NA,NA
Acrocephalus_griseldis,Passeriformes,Sylviidae,NA,16.7,0,NA,NA,13,1,NA,NA,NA,0,NA,NA,NA,NA,62,24.8,81,NA,0,0,0,NA,14,NA,64.6,25.8,NA,83,NA,NA,NA,0.173,3,1,NA,NA,4,0,0,0,0,1,0,0,0,0,0,13,3,NA,NA,NA,NA,16.7,NA,NA,NA
Acrocephalus_kerearako,Passeriformes,Sylviidae,NA,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,22.5,NA,NA,NA
Acrocephalus_luscinius,Passeriformes,Sylviidae,NA,32.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,36.4,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,30.55,NA,NA,NA
Acrocephalus_melanopogon,Passeriformes,Sylviidae,NA,10.9,NA,NA,NA,12,2,NA,NA,3.85,0,1.6,56,NA,14,50.7,20.7,57.3,NA,0.19,3,1,NA,14.5,11.8,51.6,21.2,NA,59.3,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,17,NA,NA,NA,NA,0.27,10.9,NA,NA,NA
Acrocephalus_mendanae,Passeriformes,Sylviidae,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,31.21,NA,NA,NA
Acrocephalus_newtoni,Passeriformes,Sylviidae,NA,17,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,-1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,17,NA,NA,NA
Acrocephalus_orientalis,Passeriformes,Sylviidae,NA,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,25.5,NA,NA,NA
Acrocephalus_orinus,Passeriformes,Sylviidae,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,2,NA,NA,NA,NA,24.2,NA,NA,NA
Acrocephalus_paludicola,Passeriformes,Sylviidae,NA,11.6,0,NA,0,13.5,0,NA,1.5,4.96,0,1.49,71,38.5,10.8,48,20.5,62.7,NA,0,0,0,NA,13.5,10.1,47.4,20.7,NA,63.1,NA,4,NA,1,4,0,NA,3.5,NA,0,0,0,0,1,0,0,0,0,0,6.5,0,NA,NA,NA,0.49,11.6,NA,NA,NA
Acrocephalus_palustris,Passeriformes,Sylviidae,NA,11.5,1,NA,2,10.5,2,NA,1,4.255,0,1.85,9.1,3.1,11.4,53.3,22.4,68.1,NA,0,0,1,NA,13,12.6,53.5,23,NA,69.6,NA,3,0.508,0.067,3,1,NA,4,2,0,0,0,0,1,0,0,0,0,0,17,2,NA,NA,NA,0.14,11.5,NA,NA,NA
Acrocephalus_rehsei,Passeriformes,Sylviidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,20.06,NA,NA,NA
Acrocephalus_rimatarae,Passeriformes,Sylviidae,NA,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,-1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,26.5,NA,NA,NA
Acrocephalus_rodericanus,Passeriformes,Sylviidae,NA,11.8,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,-1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,11.8,NA,NA,NA
Acrocephalus_rufescens,Passeriformes,Sylviidae,NA,22.75,NA,NA,NA,14,2,NA,NA,2.466666667,0,2.22,NA,NA,21.6,68.2,28.2,71.3,NA,0,0,2,NA,14,23.55,71.3,29.4,NA,74.4,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,21.26,NA,NA,NA
Acrocephalus_schoenobaenus,Passeriformes,Sylviidae,0.552,11.85,NA,NA,NA,13.5,2,NA,1.5,5.125,0,1.65,20.2,7.9,11.5,48.8,20.8,64.7,NA,0.067,3,1,NA,14,12.3,50.8,21.4,NA,67.2,NA,2,0.69,0.14,3,0,NA,7,NA,0,0,0,0,2,0,0,0,0,0,30,NA,NA,NA,NA,0.16,11.84,NA,NA,NA
Acrocephalus_scirpaceus,Passeriformes,Sylviidae,NA,12.3,1,NA,2,11,2,NA,1,3.95,0,1.75,15.4,NA,11.8,51.7,22.8,66,0.37,0,0,1,NA,10.5,11.8,54,23.1,NA,66.8,0.51,4,0.44,NA,1,1,NA,4,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,0.15,12.3,NA,NA,NA
Acrocephalus_sechellensis,Passeriformes,Sylviidae,NA,15.9,0,NA,2,19,2,NA,NA,NA,0,NA,40,38,15,NA,NA,NA,NA,0,0,0,NA,18,16.8,NA,NA,NA,NA,NA,NA,0.137,0,0,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,90,NA,NA,NA,NA,NA,15.87,NA,NA,NA
Acrocephalus_sorghophilus,Passeriformes,Sylviidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,14.18,NA,NA,NA
Acrocephalus_stentoreus,Passeriformes,Sylviidae,NA,24.2,2,NA,NA,12,2,NA,NA,4.4,0,2.9,NA,NA,26,75,27.3,77.5,NA,0,0,0,NA,14,27.8,77.5,29.2,NA,82.4,NA,3,NA,0.198,3,1,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,7,NA,NA,NA,NA,0.03,24.2,NA,NA,NA
Acrocephalus_syrinx,Passeriformes,Sylviidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,20.06,NA,NA,NA
Acrocephalus_taiti,Passeriformes,Sylviidae,NA,24.3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,22.8,NA,NA,NA,NA,NA,NA,1,NA,15,25.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,-1,0,0,0,0,0,42,NA,NA,NA,NA,NA,24.25,NA,NA,NA
Acrocephalus_tangorum,Passeriformes,Sylviidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,16.39,NA,NA,NA
Acrocephalus_vaughani,Passeriformes,Sylviidae,NA,24.5,NA,NA,NA,NA,2,NA,NA,NA,0,NA,15.4,0,22,NA,NA,NA,NA,0,0,1,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,0.052,3,NA,NA,NA,NA,0,0,0,0,-1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,24.37,NA,NA,NA
Acropternis_orthonyx,Passeriformes,Rhinocryptidae,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,89.86,NA,NA,NA
Acryllium_vulturinum,Galliformes,Numididae,NA,1330,NA,NA,NA,NA,NA,NA,NA,14,2,49,NA,NA,1329,260,99,290,NA,0,0,0,0,NA,1335.5,272,109,NA,298,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,1330,NA,NA,NA
